tld,NumberNSrecords,UniqueARecs,UniqueAAAArecs,AnycastPrefixesArecs,totalAnycastSitesIPv4,totalAnycastSitesIPv4Slash24,totalUnicastIPv4,sites2017,unicast2017,combined2017,|,NumberNSrecords,UniqueARecs,UniqueAAAArecs,AnycastPrefixesArecs,totalAnycastSitesIPv4,totalAnycastSitesIPv4Slash24,totalUnicastIPv4,sites21,unicast21,combined21,classification17,classification21
moscow.,4,4,4,2,9,9,2,9,2,11,|,4,4,4,2,12,12,2,12,2,14,Mixed,Mixed
pohl.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
maserati.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
industries.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
datsun.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
gratis.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
dds.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
wien.,4,4,4,2,18,18,2,18,2,20,|,3,3,3,1,5,5,2,5,2,7,Mixed,Mixed
site.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
able.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--mgbbh1a71e.,8,8,8,6,46,46,2,46,2,48,|,6,6,6,6,113,113,0,113,0,113,Mixed,Anycast
fail.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ikano.,3,3,3,2,10,10,1,10,1,11,|,3,3,3,2,21,21,1,21,1,22,Mixed,Mixed
xn--s9brj9c.,8,8,8,6,46,46,2,46,2,48,|,6,6,6,6,113,113,0,113,0,113,Mixed,Anycast
singles.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
observer.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
xn--io0a7i.,5,5,5,4,13,13,1,13,1,14,|,5,5,5,3,12,12,2,12,2,14,Mixed,Mixed
samsung.,6,6,6,0,0,0,6,0,6,6,|,4,4,4,4,65,65,0,65,0,65,Unicast,Anycast
shop.,6,6,6,6,48,48,0,48,0,48,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
barclaycard.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
games.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
madrid.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
pru.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
prof.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
dating.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
zara.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,47,47,0,47,0,47,Anycast,Anycast
xn--1qqw23a.,5,5,5,4,9,9,1,9,1,10,|,5,5,5,4,15,15,1,15,1,16,Mixed,Mixed
richardli.,4,4,4,4,37,37,0,37,0,37,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
marriott.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
sandvikcoromant.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
legal.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
life.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
care.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
art.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
walmart.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
sbs.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
cars.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
drive.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
tips.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
schmidt.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
wtf.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
adac.,4,4,4,1,10,5,2,5,2,7,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
download.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
wales.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,89,89,0,89,0,89,Anycast,Anycast
uol.,6,6,6,4,16,16,2,16,2,18,|,6,6,6,5,25,25,1,25,1,26,Mixed,Mixed
glade.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
mortgage.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
limited.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
goodyear.,4,4,4,4,37,37,0,37,0,37,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
farmers.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
pink.,4,4,4,4,36,36,0,36,0,36,|,5,5,5,4,66,51,0,51,0,51,Anycast,Anycast
audible.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
xn--45brj9c.,8,8,8,6,46,46,2,46,2,48,|,6,6,6,6,113,113,0,113,0,113,Mixed,Anycast
events.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--5tzm5g.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
pars.,4,4,4,4,61,61,0,61,0,61,|,4,4,4,4,122,122,0,122,0,122,Anycast,Anycast
caseih.,4,4,4,4,37,37,0,37,0,37,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
cityeats.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
ovh.,3,3,3,2,62,62,1,62,1,63,|,3,3,3,3,68,68,0,68,0,68,Mixed,Anycast
buy.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
cisco.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--imr513n.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
xn--ngbe9e0a.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
whoswho.,6,6,6,6,65,65,0,65,0,65,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
ott.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
graphics.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--eckvdtc9d.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
hdfcbank.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
xn--3pxu8k.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
style.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
azure.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
sling.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
monash.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
football.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
dnp.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
kddi.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
directory.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
guide.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
tax.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
photo.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
xn--vhquv.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ngo.,6,6,6,6,47,47,0,47,0,47,|,6,6,6,6,87,87,0,87,0,87,Anycast,Anycast
xn--wgbl6a.,7,7,7,3,54,54,4,54,4,58,|,9,9,9,3,74,74,6,74,6,80,Mixed,Mixed
boats.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
lefrak.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
career.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
sener.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
shangrila.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
irish.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
credit.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
fidelity.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--ngbc5azd.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
gifts.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
london.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
wiki.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
cba.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--e1a4c.,7,7,7,3,38,38,4,38,4,42,|,5,5,5,3,49,49,2,49,2,51,Mixed,Mixed
sydney.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
cab.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ismaili.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,54,54,0,54,0,54,Anycast,Anycast
google.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
coupons.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
community.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
free.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
esq.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
xn--jvr189m.,6,6,6,6,69,69,0,69,0,69,|,6,6,6,6,99,99,0,99,0,99,Anycast,Anycast
rentals.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--cg4bki.,6,6,6,0,0,0,6,0,6,6,|,4,4,4,4,65,65,0,65,0,65,Unicast,Anycast
training.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
catholic.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
chat.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
sanofi.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
flir.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
fresenius.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
international.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
you.,6,6,6,6,69,69,0,69,0,69,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
amfam.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
organic.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,52,52,0,52,0,52,Anycast,Anycast
services.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
memorial.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
land.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ubank.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
star.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
cat.,7,7,7,4,46,46,3,46,3,49,|,6,6,6,3,48,48,3,48,3,51,Mixed,Mixed
xn--c1avg.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,53,53,0,53,0,53,Anycast,Anycast
nextdirect.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
actor.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
realestate.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
shell.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
dish.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
final.,6,6,6,4,16,16,2,16,2,18,|,6,6,6,5,25,25,1,25,1,26,Mixed,Mixed
gift.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
claims.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
pramerica.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
tmall.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
catering.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
website.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
tatar.,5,5,5,0,0,0,5,0,5,5,|,5,5,5,0,0,0,5,0,5,5,Unicast,Unicast
call.,6,6,6,6,65,65,0,65,0,65,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
xn--czru2d.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
hospital.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
mutual.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
mormon.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,49,49,0,49,0,49,Anycast,Anycast
sale.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
arab.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
ads.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
video.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
storage.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
globo.,6,6,6,4,16,16,2,16,2,18,|,6,6,6,5,25,25,1,25,1,26,Mixed,Mixed
accenture.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
xn--d1acj3b.,5,5,5,0,0,0,5,0,5,5,|,5,5,5,0,0,0,5,0,5,5,Unicast,Unicast
yokohama.,6,6,6,6,48,48,0,48,0,48,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
talk.,6,6,6,6,69,69,0,69,0,69,|,8,8,8,8,94,94,0,94,0,94,Anycast,Anycast
cbn.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
hiphop.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
xn--vuq861b.,4,4,4,3,9,9,1,9,1,10,|,4,4,4,3,10,10,1,10,1,11,Mixed,Mixed
qpon.,6,6,6,6,69,69,0,69,0,69,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
gmail.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
supplies.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
viking.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,55,55,0,55,0,55,Anycast,Anycast
blackfriday.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
anquan.,4,4,4,3,9,9,1,9,1,10,|,4,4,4,3,10,10,1,10,1,11,Mixed,Mixed
alsace.,3,3,3,2,62,62,1,62,1,63,|,3,3,3,3,68,68,0,68,0,68,Mixed,Anycast
solar.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
kim.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
redstone.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,50,50,0,50,0,50,Anycast,Anycast
xn--ses554g.,8,8,8,2,9,6,5,6,5,11,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
xn--d1alf.,4,4,4,1,4,4,3,4,3,7,|,4,4,4,1,3,3,3,3,3,6,Mixed,Mixed
olayan.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
miami.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
villas.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
contractors.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
deals.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
cyou.,4,4,4,4,36,36,0,36,0,36,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
tires.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--mgba7c0bbn0a.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
homegoods.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--zfr164b.,5,5,5,0,0,0,5,0,5,5,|,5,5,5,0,0,0,5,0,5,5,Unicast,Unicast
plus.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
toshiba.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
linde.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
foundation.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
travel.,6,6,6,6,55,55,0,55,0,55,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
desi.,4,4,4,2,96,48,0,48,0,48,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
citic.,9,9,9,2,9,6,6,6,6,12,|,8,8,8,4,19,15,3,15,3,18,Mixed,Mixed
horse.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,96,96,0,96,0,96,Anycast,Anycast
vuelos.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
post.,6,6,6,6,45,45,0,45,0,45,|,6,6,6,6,51,51,0,51,0,51,Anycast,Anycast
flowers.,4,4,4,4,23,23,0,23,0,23,|,4,4,4,4,27,27,0,27,0,27,Anycast,Anycast
watch.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
otsuka.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
social.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
limo.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
market.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
abudhabi.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
hdfc.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
online.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
hisamitsu.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
toyota.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
giving.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
bank.,4,4,4,4,22,22,0,22,0,22,|,6,6,6,6,105,105,0,105,0,105,Anycast,Anycast
eat.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
jpmorgan.,6,6,6,6,65,65,0,65,0,65,|,6,6,6,6,74,74,0,74,0,74,Anycast,Anycast
xn--j1aef.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
verisign.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
bosch.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
sca.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
autos.,4,4,4,4,32,32,0,32,0,32,|,4,4,4,4,46,46,0,46,0,46,Anycast,Anycast
prod.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
gallo.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
bentley.,8,8,8,8,50,50,0,50,0,50,|,8,8,8,8,89,89,0,89,0,89,Anycast,Anycast
xn--mgbc0a9azcg.,4,4,4,0,0,0,4,0,4,4,|,7,7,7,1,6,6,6,6,6,12,Unicast,Mixed
xxx.,6,6,6,6,47,47,0,47,0,47,|,4,4,4,4,87,87,0,87,0,87,Anycast,Anycast
foo.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
temasek.,4,4,4,4,35,35,0,35,0,35,|,4,4,4,4,49,49,0,49,0,49,Anycast,Anycast
goo.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lixil.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
frogans.,3,3,3,2,62,62,1,62,1,63,|,4,4,4,4,52,52,0,52,0,52,Mixed,Anycast
realty.,4,4,4,4,29,29,0,29,0,29,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
gmo.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lifestyle.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,31,31,0,31,0,31,Anycast,Anycast
soy.,5,5,5,5,26,26,0,26,0,26,|,5,5,5,4,27,27,1,27,1,28,Anycast,Mixed
scot.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
radio.,4,4,4,2,18,9,0,9,0,9,|,4,4,4,2,24,12,0,12,0,12,Anycast,Anycast
trading.,4,4,4,4,22,22,0,22,0,22,|,4,4,4,4,65,65,0,65,0,65,Anycast,Anycast
panasonic.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
xn--qxam.,4,4,4,0,0,0,4,0,4,4,|,5,5,5,2,25,25,3,25,3,28,Unicast,Mixed
maison.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
lat.,3,3,3,1,3,3,2,3,2,5,|,6,6,6,5,78,78,1,78,1,79,Mixed,Mixed
parts.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
house.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
energy.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
reliance.,4,4,4,4,33,33,0,33,0,33,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
progressive.,4,4,4,4,31,31,0,31,0,31,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
beats.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,51,51,0,51,0,51,Anycast,Anycast
frl.,4,4,4,1,10,5,2,5,2,7,|,4,4,4,4,65,65,0,65,0,65,Mixed,Anycast
xn--tiq49xqyj.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
computer.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
shopping.,4,4,4,4,34,34,0,34,0,34,|,4,4,4,4,73,73,0,73,0,73,Anycast,Anycast
blue.,4,4,4,4,36,36,0,36,0,36,|,5,5,5,4,66,51,0,51,0,51,Anycast,Anycast
