ip4_prefix,number
104.28.239.0,44
65.22.64.0,4
104.27.26.0,44
199.254.51.0,4
151.139.243.0,17
93.191.169.0,8
104.28.79.0,43
151.101.193.0,20
151.101.3.0,20
152.195.60.0,7
69.169.230.0,2
104.31.145.0,40
104.20.250.0,43
204.152.222.0,9
35.186.219.0,30
35.190.6.0,27
104.17.205.0,44
104.24.18.0,42
104.31.78.0,40
65.22.147.0,20
70.40.13.0,9
70.40.3.0,9
192.220.125.0,3
192.229.231.0,8
13.107.54.0,8
104.24.70.0,42
104.20.30.0,45
65.22.43.0,13
104.20.26.0,45
69.28.203.0,5
35.190.94.0,25
35.190.0.0,27
104.19.68.0,43
104.20.14.0,42
104.25.109.0,40
95.167.167.0,5
216.59.59.0,5
185.86.22.0,2
199.4.144.0,5
104.25.210.0,39
156.154.173.0,10
198.41.223.0,46
104.20.79.0,43
104.22.12.0,43
104.17.19.0,44
72.52.71.0,3
104.27.211.0,44
208.78.70.0,16
172.111.97.0,20
107.154.247.0,6
69.169.236.0,2
104.25.255.0,42
104.28.157.0,42
95.100.173.0,6
104.28.253.0,42
104.16.179.0,42
104.19.18.0,44
104.28.69.0,42
89.45.92.0,2
35.186.242.0,28
156.154.127.0,10
104.31.231.0,40
104.31.75.0,40
199.119.75.0,5
107.154.252.0,4
37.10.63.0,6
104.20.163.0,44
104.25.87.0,42
104.24.232.0,42
204.131.205.0,9
172.64.194.0,39
192.254.122.0,3
65.22.231.0,22
35.186.213.0,30
162.159.12.0,45
199.253.183.0,4
104.31.208.0,40
64.202.97.0,3
104.22.14.0,43
104.24.219.0,43
192.33.31.0,9
104.19.90.0,43
172.64.4.0,16
104.29.40.0,37
104.28.38.0,42
156.154.145.0,16
35.190.93.0,29
104.28.217.0,40
198.208.208.0,3
35.190.54.0,28
104.31.137.0,40
104.25.94.0,44
46.242.149.0,2
104.28.37.0,43
69.90.13.0,5
167.89.74.0,3
172.64.198.0,40
156.154.73.0,6
104.17.75.0,44
107.178.241.0,26
104.20.194.0,42
104.29.15.0,37
163.10.84.0,2
199.19.57.0,6
91.237.67.0,10
72.42.123.0,24
104.20.113.0,44
204.61.217.0,37
104.28.55.0,43
162.159.217.0,38
104.16.252.0,42
104.25.53.0,40
192.230.66.0,3
192.158.247.0,14
104.20.172.0,45
104.28.101.0,40
146.88.138.0,8
104.18.11.0,42
107.154.182.0,5
104.24.49.0,44
192.229.210.0,9
35.190.92.0,26
104.19.49.0,43
104.27.59.0,44
104.17.251.0,43
151.101.211.0,2
208.41.190.0,4
104.20.236.0,46
65.22.246.0,5
35.190.4.0,27
104.31.245.0,40
104.16.161.0,45
198.41.223.0,45
104.25.215.0,39
104.16.70.0,42
104.25.82.0,40
17.7.7.0,10
104.156.81.0,20
151.101.164.0,2
104.17.34.0,42
69.252.81.0,4
104.20.60.0,44
194.0.0.0,4
199.2.252.0,6
104.25.204.0,40
192.0.78.0,17
194.0.1.0,22
104.109.10.0,6
104.17.9.0,44
104.23.143.0,42
172.64.161.0,40
104.17.253.0,44
192.0.42.0,4
104.17.208.0,42
104.28.158.0,40
104.20.157.0,46
68.232.42.0,9
104.25.2.0,40
104.17.172.0,43
192.28.94.0,8
151.101.236.0,12
35.190.119.0,25
13.107.7.0,6
104.31.14.0,40
43.230.48.0,3
103.81.52.0,4
104.19.113.0,45
104.17.225.0,43
35.186.240.0,30
104.25.97.0,44
104.19.56.0,42
104.17.108.0,43
107.154.132.0,5
35.186.211.0,27
152.195.34.0,5
162.88.55.0,8
104.24.55.0,42
151.101.128.0,19
104.20.181.0,45
104.17.125.0,42
104.19.127.0,44
174.128.168.0,4
130.211.19.0,28
151.101.217.0,14
35.186.248.0,27
17.253.201.0,16
104.26.9.0,39
204.16.254.0,2
130.211.4.0,30
167.89.36.0,3
104.17.204.0,42
195.2.0.0,12
104.28.104.0,40
104.17.8.0,43
104.19.107.0,45
104.16.249.0,43
104.27.9.0,45
68.94.157.0,3
104.27.68.0,46
104.17.10.0,43
185.104.211.0,10
65.22.118.0,5
104.25.169.0,40
104.24.236.0,43
104.31.152.0,39
104.25.44.0,40
104.20.80.0,43
65.22.174.0,5
104.17.138.0,43
104.17.140.0,42
200.189.41.0,4
104.31.4.0,40
207.223.170.0,10
104.16.132.0,44
151.101.231.0,13
192.229.222.0,6
13.107.53.0,14
104.22.4.0,42
107.154.76.0,4
150.164.83.0,2
104.19.23.0,45
162.159.229.0,45
65.22.83.0,24
104.28.11.0,42
185.58.215.0,6
104.17.48.0,43
104.23.116.0,46
104.20.242.0,43
35.186.192.0,26
64.96.241.0,4
35.190.104.0,27
151.101.156.0,13
35.190.24.0,29
35.186.247.0,27
204.70.127.0,6
104.19.87.0,42
162.159.2.0,45
104.17.135.0,46
104.20.206.0,44
104.25.105.0,42
173.194.106.0,10
194.0.13.0,4
104.30.0.0,45
104.17.162.0,43
199.191.128.0,5
35.190.102.0,28
35.190.3.0,26
70.40.5.0,9
104.28.50.0,40
104.29.22.0,36
104.19.143.0,37
35.190.47.0,27
150.164.96.0,2
65.22.21.0,4
104.16.58.0,40
104.31.188.0,40
65.22.16.0,4
152.195.13.0,7
205.251.199.0,9
216.200.126.0,3
104.20.38.0,40
104.29.72.0,36
185.38.108.0,9
208.93.16.0,4
65.22.135.0,20
156.154.169.0,14
107.154.176.0,6
104.25.48.0,40
150.164.110.0,2
104.20.209.0,46
130.211.21.0,25
173.194.86.0,10
104.28.122.0,42
65.22.215.0,22
104.31.234.0,42
65.22.44.0,4
107.154.178.0,5
207.34.7.0,26
172.64.170.0,42
91.233.181.0,2
104.31.172.0,39
104.20.91.0,44
151.101.223.0,14
104.20.63.0,40
104.24.159.0,40
162.159.231.0,44
66.11.121.0,3
109.71.161.0,4
104.25.239.0,40
104.17.147.0,44
185.143.233.0,7
104.28.140.0,40
65.22.45.0,4
104.27.208.0,40
151.101.179.0,14
216.87.153.0,6
104.25.212.0,40
199.253.56.0,4
163.10.14.0,2
208.44.130.0,4
104.27.159.0,42
68.180.129.0,13
104.24.126.0,40
104.28.113.0,42
104.17.131.0,43
104.24.10.0,42
65.22.226.0,4
104.20.214.0,45
150.164.135.0,2
104.29.8.0,37
66.114.56.0,20
192.16.35.0,5
104.25.246.0,42
104.17.81.0,45
35.186.198.0,26
104.17.213.0,44
192.229.179.0,7
104.16.124.0,43
104.25.184.0,43
209.1.222.0,4
104.27.202.0,42
104.25.209.0,42
104.31.204.0,38
104.24.30.0,40
104.25.88.0,40
151.101.1.0,18
23.67.52.0,4
104.20.111.0,43
104.17.22.0,44
65.22.7.0,3
35.190.40.0,26
106.2.159.0,4
200.215.194.0,4
156.154.157.0,9
104.23.118.0,44
104.17.161.0,44
104.19.101.0,45
104.20.247.0,44
104.31.219.0,40
5.45.196.0,9
104.16.123.0,43
162.159.9.0,46
104.31.69.0,42
64.94.107.0,6
167.89.47.0,3
104.19.141.0,38
172.64.23.0,15
104.28.144.0,42
192.203.230.0,32
198.41.214.0,47
104.18.1.0,43
204.74.111.0,7
104.17.134.0,45
35.190.60.0,26
104.193.183.0,13
200.1.121.0,4
104.29.43.0,36
104.20.102.0,43
104.19.35.0,43
50.10.36.0,2
185.114.32.0,5
104.27.141.0,39
141.101.114.0,48
104.19.125.0,45
104.20.224.0,45
104.31.157.0,40
72.52.10.0,8
212.16.170.0,2
35.186.246.0,28
104.29.75.0,38
104.27.35.0,42
35.190.15.0,26
192.0.77.0,18
193.111.15.0,3
104.16.16.0,45
104.16.18.0,44
104.25.181.0,40
204.69.234.0,14
104.16.211.0,44
35.190.111.0,27
125.208.42.0,2
104.17.98.0,45
198.56.245.0,4
203.119.90.0,3
199.7.66.0,13
162.159.220.0,40
185.151.143.0,2
64.8.220.0,3
151.101.233.0,14
104.17.116.0,45
104.23.104.0,45
35.190.103.0,29
104.27.102.0,44
192.230.86.0,5
35.190.45.0,26
203.119.26.0,3
130.211.26.0,27
208.67.237.0,6
162.159.236.0,45
104.25.116.0,43
35.186.196.0,25
104.28.26.0,40
192.100.59.0,10
104.17.101.0,44
104.16.80.0,43
104.28.96.0,42
173.194.248.0,10
104.31.142.0,40
172.64.142.0,40
192.229.144.0,8
65.22.234.0,5
104.17.37.0,42
151.101.218.0,13
104.31.91.0,40
198.11.141.0,8
201.131.252.0,6
104.20.204.0,45
104.23.242.0,40
65.22.109.0,3
151.101.145.0,13
104.17.181.0,43
45.54.49.0,2
104.20.254.0,43
65.22.164.0,4
92.223.100.0,6
104.24.196.0,42
104.19.99.0,43
35.190.61.0,27
104.27.149.0,39
104.17.174.0,43
65.22.30.0,4
204.93.142.0,3
104.17.198.0,43
104.17.164.0,43
104.17.97.0,45
192.0.43.0,3
65.22.180.0,4
8.26.56.0,6
104.16.10.0,45
35.190.18.0,27
195.253.66.0,6
104.28.198.0,42
120.29.253.0,7
151.101.182.0,13
35.190.34.0,27
104.17.123.0,43
104.28.243.0,40
162.88.43.0,7
46.105.204.0,4
104.254.207.0,4
104.24.191.0,44
104.20.234.0,45
198.37.151.0,2
104.24.162.0,40
104.24.131.0,42
104.28.116.0,40
104.17.42.0,42
104.24.32.0,44
5.57.23.0,6
151.139.241.0,17
104.27.82.0,45
103.245.222.0,10
103.14.246.0,2
104.16.87.0,42
174.35.91.0,20
107.154.180.0,5
104.25.46.0,40
104.28.237.0,42
104.16.205.0,44
64.185.178.0,7
104.31.148.0,42
104.27.106.0,42
104.28.160.0,38
104.28.72.0,43
168.245.18.0,3
104.16.68.0,40
104.25.45.0,42
212.18.251.0,6
104.27.170.0,39
12.64.255.0,5
104.31.198.0,39
216.59.63.0,5
104.28.119.0,40
104.24.203.0,43
104.17.127.0,43
168.245.28.0,3
104.17.255.0,43
104.28.64.0,42
23.45.67.0,3
104.28.225.0,44
104.24.43.0,44
104.16.168.0,44
216.83.236.0,2
104.28.138.0,40
104.17.235.0,43
104.16.67.0,42
164.73.216.0,2
200.108.148.0,35
104.17.79.0,43
172.64.41.0,12
104.28.3.0,40
192.230.87.0,3
104.26.13.0,39
104.27.203.0,40
103.28.248.0,2
104.20.151.0,43
198.21.7.0,3
104.29.26.0,37
107.154.80.0,4
173.194.108.0,10
210.130.1.0,3
162.159.16.0,46
104.17.4.0,44
192.229.251.0,7
199.254.31.0,4
104.23.142.0,42
88.221.81.0,18
35.190.15.0,28
65.22.86.0,5
107.178.252.0,29
209.200.164.0,6
104.27.19.0,43
104.28.118.0,42
104.17.246.0,43
104.20.213.0,44
68.180.130.0,8
104.17.218.0,43
104.28.19.0,40
104.27.90.0,44
130.59.31.0,2
205.251.195.0,9
125.208.34.0,3
65.22.108.0,4
93.188.0.0,2
35.186.235.0,30
104.16.251.0,44
104.31.80.0,39
185.182.61.0,5
72.0.52.0,24
209.200.167.0,5
64.210.142.0,5
199.254.29.0,3
107.154.167.0,5
104.16.154.0,44
217.160.83.0,3
65.22.150.0,4
35.190.62.0,26
162.88.41.0,7
89.255.254.0,5
151.101.154.0,13
65.22.107.0,20
104.24.121.0,39
104.24.58.0,42
151.249.126.0,3
162.88.40.0,8
35.190.17.0,28
65.22.22.0,5
104.20.174.0,44
70.40.0.0,9
104.28.22.0,40
199.249.112.0,16
104.20.123.0,43
104.23.99.0,46
72.0.57.0,25
162.159.14.0,44
104.28.13.0,40
216.18.168.0,4
108.59.165.0,8
172.64.61.0,37
104.16.48.0,42
104.20.28.0,45
192.230.84.0,3
178.255.82.0,5
204.74.66.0,13
5.226.178.0,4
104.20.51.0,44
72.42.125.0,23
99.99.97.0,3
104.19.1.0,42
104.24.96.0,40
77.234.47.0,4
104.25.59.0,42
185.24.67.0,10
162.159.223.0,40
151.101.245.0,14
104.31.181.0,39
104.28.9.0,43
151.101.241.0,12
65.22.172.0,4
185.73.223.0,5
104.27.240.0,40
104.16.60.0,42
156.154.204.0,6
65.22.68.0,4
35.190.49.0,30
104.19.98.0,44
104.20.120.0,44
209.107.211.0,8
104.24.37.0,43
104.27.178.0,42
104.17.43.0,40
151.101.243.0,12
185.81.208.0,12
104.25.222.0,40
107.154.169.0,4
64.94.96.0,8
156.154.179.0,7
104.27.191.0,40
104.17.236.0,40
104.28.241.0,42
199.19.7.0,6
65.22.227.0,22
104.28.110.0,40
104.25.152.0,40
104.27.20.0,43
65.22.206.0,4
178.248.237.0,10
104.28.195.0,40
104.28.242.0,42
104.20.95.0,44
192.254.113.0,3
199.254.50.0,6
152.195.35.0,7
185.181.196.0,4
18.7.40.0,3
72.52.8.0,7
104.16.188.0,45
104.20.118.0,44
104.18.56.0,38
104.26.11.0,37
192.229.163.0,9
104.28.222.0,40
198.37.158.0,3
104.17.113.0,45
104.17.28.0,45
152.195.50.0,7
216.239.60.0,3
185.106.61.0,3
104.17.146.0,43
35.190.65.0,26
104.31.140.0,40
104.28.80.0,42
193.19.225.0,3
35.190.90.0,28
104.23.136.0,43
104.23.96.0,48
104.17.194.0,43
35.190.97.0,26
104.24.128.0,44
104.17.19.0,43
65.22.132.0,4
65.22.237.0,4
104.16.229.0,44
192.230.105.0,7
104.17.53.0,44
104.19.97.0,44
104.20.136.0,42
130.211.41.0,29
104.19.31.0,43
209.200.166.0,5
143.107.149.0,2
104.19.30.0,43
163.47.176.0,5
208.67.222.0,15
151.101.195.0,20
65.22.81.0,3
185.143.234.0,7
104.17.248.0,44
209.107.219.0,9
65.22.213.0,4
65.22.33.0,4
104.25.131.0,43
104.24.222.0,42
104.31.162.0,39
209.137.160.0,2
35.190.90.0,25
199.7.67.0,12
64.185.174.0,7
45.54.48.0,5
150.164.241.0,2
104.16.138.0,44
13.107.64.0,17
185.143.235.0,6
104.16.39.0,40
104.25.245.0,42
192.16.48.0,6
104.20.253.0,43
35.190.12.0,27
95.100.168.0,6
192.16.16.0,17
104.19.126.0,45
64.68.192.0,37
65.22.209.0,4
151.101.203.0,14
104.17.145.0,43
207.181.89.0,4
35.190.35.0,29
104.28.15.0,40
184.26.161.0,4
104.27.5.0,43
104.31.114.0,43
104.17.121.0,43
164.73.86.0,2
35.190.104.0,28
104.20.193.0,44
104.27.54.0,44
104.25.12.0,40
104.17.85.0,43
104.27.105.0,44
207.223.165.0,10
104.17.76.0,42
104.28.78.0,42
66.254.126.0,6
86.111.216.0,9
172.64.35.0,12
67.15.193.0,9
192.36.148.0,26
65.22.112.0,4
208.122.22.0,3
104.25.24.0,39
104.17.50.0,45
173.194.224.0,10
104.24.132.0,43
67.228.252.0,13
162.159.5.0,45
104.27.148.0,40
207.248.68.0,7
209.131.99.0,16
104.17.231.0,40
104.17.214.0,43
194.246.96.0,5
98.158.110.0,10
104.17.238.0,40
104.25.113.0,40
65.22.26.0,5
104.24.135.0,43
104.24.206.0,40
104.24.78.0,44
104.27.160.0,40
45.64.65.0,3
151.101.224.0,12
104.27.14.0,40
104.25.241.0,42
104.19.117.0,45
104.24.179.0,42
167.89.104.0,3
65.22.51.0,22
104.109.10.0,7
151.249.125.0,3
217.146.18.0,15
104.28.115.0,45
23.211.133.0,6
172.64.57.0,38
199.182.17.0,5
104.17.14.0,43
104.28.148.0,40
209.200.155.0,7
107.178.253.0,28
104.19.119.0,43
89.255.223.0,3
182.254.116.0,4
104.31.20.0,47
156.154.73.0,8
216.87.149.0,9
104.24.92.0,42
172.64.76.0,34
107.154.194.0,6
104.27.171.0,39
104.28.143.0,43
199.167.66.0,6
104.20.107.0,43
104.25.217.0,39
192.174.68.0,10
65.22.88.0,4
156.154.170.0,14
185.90.244.0,2
199.249.120.0,14
104.28.33.0,42
107.154.154.0,4
104.24.21.0,44
104.31.19.0,46
104.30.8.0,38
104.23.109.0,46
104.17.45.0,42
72.0.50.0,24
104.24.170.0,40
65.84.203.0,3
192.225.209.0,5
172.64.137.0,40
104.17.70.0,42
151.101.161.0,2
104.31.206.0,39
104.27.73.0,42
125.208.43.0,4
104.29.1.0,37
104.26.6.0,40
104.16.177.0,46
107.154.193.0,6
104.22.9.0,43
104.20.179.0,44
151.101.183.0,14
104.16.103.0,45
146.112.63.0,3
104.19.5.0,44
23.235.33.0,20
199.253.60.0,4
185.100.0.0,4
104.16.121.0,44
70.40.12.0,9
104.17.146.0,45
104.28.152.0,40
104.31.3.0,40
104.20.93.0,43
185.106.232.0,3
172.64.101.0,43
104.20.251.0,45
104.16.120.0,44
35.186.243.0,27
199.180.180.0,4
151.101.198.0,12
130.211.35.0,26
104.17.195.0,43
144.95.94.0,4
104.20.71.0,42
168.245.42.0,3
64.96.1.0,4
104.27.241.0,26
104.27.124.0,39
192.230.102.0,2
65.22.101.0,4
104.23.206.0,45
104.16.30.0,43
104.17.71.0,44
104.28.244.0,40
104.17.215.0,45
104.24.183.0,43
190.93.246.0,46
104.29.2.0,36
167.89.28.0,3
199.115.155.0,6
104.24.211.0,43
104.28.23.0,40
185.159.198.0,4
104.17.157.0,43
104.27.198.0,40
104.17.114.0,42
151.101.234.0,13
35.186.241.0,28
104.28.181.0,40
104.25.174.0,40
104.20.129.0,42
162.159.237.0,45
167.89.83.0,3
104.20.101.0,44
65.22.140.0,4
172.64.32.0,12
65.22.31.0,24
165.156.21.0,7
65.22.23.0,20
104.25.231.0,42
35.186.210.0,28
104.28.248.0,40
104.29.18.0,38
192.0.72.0,17
104.29.78.0,37
109.163.224.0,8
1.8.243.0,3
168.245.41.0,3
72.42.114.0,22
104.19.69.0,42
35.190.124.0,30
167.89.6.0,3
104.17.102.0,42
104.17.1.0,45
45.125.167.0,4
104.31.166.0,39
163.10.120.0,2
104.20.154.0,45
185.19.151.0,4
167.89.65.0,3
35.186.209.0,26
93.184.220.0,6
162.88.54.0,8
104.25.100.0,42
162.253.208.0,7
104.17.7.0,44
104.25.114.0,40
104.37.176.0,7
216.169.160.0,3
35.190.22.0,29
93.191.168.0,6
104.31.247.0,38
151.101.230.0,14
104.16.225.0,45
104.20.99.0,46
104.16.3.0,43
104.19.120.0,46
65.22.202.0,4
104.23.128.0,40
104.29.71.0,37
162.88.18.0,13
173.223.232.0,4
35.190.126.0,28
104.19.228.0,39
104.24.77.0,40
162.88.34.0,15
104.19.71.0,42
104.24.63.0,42
204.74.112.0,14
23.61.199.0,7
104.23.140.0,43
104.16.34.0,42
107.154.175.0,3
72.8.132.0,5
104.24.99.0,40
167.89.42.0,3
104.19.28.0,44
104.17.166.0,43
199.254.60.0,3
172.64.128.0,43
104.17.244.0,44
173.194.243.0,10
163.138.226.0,5
141.101.123.0,39
104.19.109.0,46
104.17.7.0,43
104.20.201.0,43
169.239.202.0,13
104.17.168.0,43
104.17.44.0,42
104.17.223.0,42
65.22.195.0,22
172.64.55.0,38
104.20.185.0,45
185.186.8.0,5
162.159.0.0,47
198.105.255.0,4
192.229.253.0,9
104.16.157.0,43
130.211.14.0,28
104.25.177.0,40
104.31.205.0,39
192.230.69.0,2
174.35.89.0,22
64.185.186.0,6
104.20.200.0,43
104.17.15.0,44
35.190.11.0,27
104.31.29.0,46
168.245.9.0,3
173.194.242.0,10
192.20.14.0,3
151.101.205.0,13
151.101.252.0,14
104.25.123.0,40
104.20.225.0,46
104.25.62.0,40
104.24.50.0,43
162.159.1.0,47
104.27.207.0,40
104.24.122.0,42
104.20.39.0,43
35.190.45.0,25
107.154.79.0,5
192.229.250.0,6
104.17.99.0,43
104.16.24.0,43
199.19.0.0,7
104.24.35.0,43
35.190.69.0,27
104.25.99.0,43
208.69.39.0,15
67.228.254.0,12
143.107.165.0,2
104.19.204.0,43
94.31.29.0,9
104.25.234.0,42
35.190.98.0,25
72.42.122.0,25
118.33.187.0,2
104.25.25.0,39
104.16.92.0,43
104.31.149.0,40
103.61.62.0,3
68.232.191.0,8
104.31.218.0,37
35.186.222.0,29
162.159.226.0,42
104.25.143.0,43
64.80.203.0,3
35.190.72.0,29
104.27.186.0,40
205.234.175.0,14
104.27.94.0,44
65.22.4.0,15
104.25.33.0,40
69.169.225.0,2
199.7.87.0,4
104.28.234.0,40
1.8.153.0,4
151.139.245.0,16
200.16.112.0,5
192.229.249.0,8
152.195.17.0,6
104.25.238.0,40
107.154.200.0,4
65.22.63.0,22
172.64.163.0,40
192.230.114.0,5
203.124.190.0,4
162.159.7.0,45
104.24.41.0,45
50.31.242.0,8
65.22.120.0,4
104.17.105.0,45
192.229.237.0,6
104.17.120.0,42
174.35.34.0,20
104.17.88.0,45
104.19.82.0,43
104.27.201.0,40
104.28.60.0,42
104.27.1.0,44
104.17.94.0,44
199.192.74.0,2
104.25.36.0,39
104.31.253.0,39
104.31.23.0,45
104.24.20.0,42
104.16.190.0,43
172.64.8.0,16
104.29.37.0,36
35.190.44.0,27
104.25.158.0,42
35.190.115.0,28
68.232.45.0,9
198.41.1.0,6
104.25.216.0,40
104.27.33.0,40
35.190.44.0,26
104.28.211.0,40
104.30.13.0,37
152.195.55.0,9
199.254.55.0,4
104.17.65.0,42
104.27.64.0,44
207.223.173.0,10
200.219.159.0,5
199.96.60.0,3
88.208.9.0,4
104.28.35.0,42
156.154.159.0,10
200.144.246.0,2
5.226.177.0,4
192.228.79.0,6
72.52.11.0,7
104.24.93.0,43
35.186.206.0,28
104.28.200.0,40
104.20.54.0,43
103.247.185.0,7
65.22.36.0,4
104.31.2.0,40
193.187.71.0,4
35.190.75.0,26
192.0.79.0,18
125.208.45.0,2
104.18.62.0,36
104.23.123.0,46
65.22.179.0,22
104.20.81.0,43
104.244.45.0,3
104.24.53.0,42
35.190.95.0,25
151.101.216.0,14
104.19.53.0,42
152.195.38.0,7
104.19.29.0,43
205.185.216.0,12
192.229.248.0,9
104.25.178.0,43
104.28.24.0,40
104.22.13.0,42
167.89.59.0,3
104.24.149.0,40
104.24.66.0,44
104.20.25.0,45
104.29.10.0,39
104.31.186.0,40
35.190.73.0,27
35.190.47.0,25
104.109.11.0,7
104.17.178.0,43
192.16.34.0,5
104.27.61.0,43
170.210.220.0,2
23.235.36.0,19
104.31.225.0,42
104.27.179.0,40
104.16.147.0,44
104.29.44.0,39
95.47.139.0,3
104.17.113.0,43
104.16.135.0,44
104.24.105.0,42
168.245.61.0,3
104.17.2.0,42
173.194.252.0,10
104.31.131.0,40
104.24.172.0,40
104.31.236.0,40
125.208.38.0,2
35.186.243.0,28
104.20.134.0,42
213.248.219.0,3
216.239.34.0,7
104.16.19.0,44
104.31.24.0,46
203.119.29.0,6
104.31.235.0,39
104.17.69.0,44
104.25.223.0,40
35.186.244.0,27
45.54.32.0,13
183.89.128.0,2
35.190.29.0,26
151.101.226.0,14
104.17.242.0,44
104.207.93.0,4
104.24.148.0,40
107.154.81.0,7
104.20.32.0,42
72.14.192.0,9
84.16.5.0,3
35.190.50.0,26
104.20.158.0,44
156.154.105.0,7
104.24.91.0,43
198.56.244.0,3
152.195.57.0,8
65.22.189.0,3
104.18.2.0,42
104.25.224.0,43
104.244.42.0,10
104.20.86.0,44
35.186.255.0,29
104.28.160.0,40
104.31.10.0,40
72.42.127.0,22
104.24.184.0,42
168.245.2.0,3
104.17.228.0,45
65.22.241.0,4
46.105.201.0,4
216.87.151.0,8
104.24.74.0,40
104.24.210.0,42
172.64.169.0,40
104.28.120.0,40
104.17.69.0,43
173.194.81.0,10
65.22.71.0,23
202.12.27.0,4
104.27.32.0,40
198.252.97.0,4
104.25.41.0,40
151.101.181.0,14
104.16.64.0,42
104.16.139.0,45
185.120.23.0,10
198.241.11.0,8
67.222.171.0,3
104.29.70.0,36
103.44.108.0,2
192.188.176.0,9
74.116.178.0,8
104.20.137.0,43
72.52.6.0,8
35.190.28.0,25
172.64.100.0,43
162.159.219.0,40
104.19.121.0,44
192.5.4.0,4
192.230.100.0,2
107.178.250.0,30
65.85.181.0,3
104.20.248.0,44
198.41.220.0,43
104.16.197.0,44
8.35.35.0,5
104.16.216.0,44
13.107.14.0,2
66.150.48.0,3
104.25.47.0,42
104.28.52.0,40
104.18.9.0,40
104.17.56.0,42
68.232.190.0,3
159.117.207.0,7
104.28.191.0,42
35.186.249.0,27
104.31.243.0,40
104.19.123.0,44
107.154.133.0,6
104.28.255.0,40
104.19.41.0,44
8.254.14.0,6
35.186.196.0,28
104.25.243.0,38
199.167.65.0,6
104.23.121.0,47
204.152.223.0,9
167.89.72.0,3
104.20.58.0,43
104.25.203.0,40
104.28.142.0,40
104.16.45.0,42
104.102.245.0,4
69.9.160.0,3
104.23.124.0,46
104.27.112.0,40
104.24.0.0,38
199.249.113.0,16
104.22.7.0,43
104.28.30.0,40
104.17.252.0,44
104.19.44.0,44
198.181.116.0,18
65.22.187.0,24
35.190.87.0,27
65.22.203.0,20
209.131.100.0,5
167.89.12.0,3
104.24.238.0,42
104.28.173.0,42
30.30.30.0,5
104.24.136.0,40
104.17.52.0,43
104.17.64.0,43
35.190.100.0,28
104.24.218.0,40
104.24.163.0,40
146.112.60.0,15
104.25.119.0,40
72.29.125.0,4
104.27.192.0,42
107.154.208.0,5
104.31.182.0,40
192.42.173.0,5
104.19.142.0,39
151.101.139.0,2
104.24.125.0,42
151.101.67.0,20
104.24.182.0,44
65.22.175.0,23
104.17.74.0,43
104.24.255.0,43
104.19.133.0,39
172.64.99.0,43
104.31.147.0,40
107.154.128.0,3
104.29.16.0,39
104.31.250.0,40
35.190.29.0,27
104.28.219.0,42
104.23.202.0,45
104.24.164.0,42
104.16.171.0,45
104.24.248.0,45
162.249.44.0,4
65.22.78.0,4
104.17.80.0,44
130.211.36.0,28
104.19.2.0,43
35.186.214.0,29
104.107.211.0,8
104.24.111.0,40
104.27.216.0,43
104.24.147.0,40
151.101.144.0,13
104.24.2.0,42
200.229.248.0,2
192.230.79.0,4
120.29.252.0,6
167.89.81.0,3
173.194.235.0,9
85.190.254.0,3
104.18.63.0,38
164.73.250.0,2
104.25.50.0,40
104.25.153.0,40
104.17.16.0,44
104.27.93.0,44
104.24.214.0,40
170.210.163.0,2
104.28.139.0,40
104.28.223.0,40
104.25.132.0,42
104.20.121.0,43
35.190.22.0,28
104.27.57.0,44
172.64.37.0,12
104.27.133.0,39
70.40.6.0,9
107.178.244.0,26
198.37.154.0,3
104.17.118.0,44
152.195.51.0,5
104.27.75.0,43
107.178.242.0,26
151.101.255.0,13
162.159.31.0,46
35.186.219.0,27
87.250.247.0,9
65.22.18.0,4
104.28.8.0,43
192.42.175.0,5
104.20.191.0,43
151.101.2.0,19
199.19.6.0,7
104.16.46.0,42
93.171.226.0,3
104.20.135.0,42
104.24.16.0,38
151.101.192.0,20
110.76.21.0,9
104.28.2.0,40
172.64.16.0,15
156.154.207.0,6
104.27.195.0,42
35.186.202.0,30
104.20.112.0,43
107.154.156.0,6
104.28.187.0,40
104.27.220.0,43
104.17.203.0,44
193.127.231.0,4
69.197.41.0,5
66.117.23.0,6
209.131.98.0,4
104.17.154.0,43
104.20.45.0,40
104.31.16.0,45
1.8.242.0,3
159.180.64.0,8
108.174.9.0,4
104.17.233.0,40
104.25.227.0,40
104.24.137.0,42
104.27.117.0,40
150.164.137.0,2
65.22.50.0,5
104.24.13.0,40
104.31.150.0,42
104.24.98.0,40
35.190.126.0,25
150.164.132.0,2
208.85.43.0,5
179.61.251.0,2
104.31.5.0,40
156.154.103.0,10
172.111.64.0,20
46.231.121.0,5
104.28.102.0,42
104.24.223.0,44
104.30.9.0,37
104.18.43.0,37
104.17.15.0,45
2.16.130.0,4
104.20.47.0,42
104.24.3.0,43
167.89.68.0,3
104.19.74.0,43
66.235.126.0,4
213.248.216.0,3
104.22.10.0,42
130.211.7.0,28
167.89.102.0,3
104.27.113.0,42
185.51.228.0,2
157.52.65.0,20
104.28.65.0,44
104.17.14.0,42
174.35.55.0,20
104.27.58.0,42
185.189.57.0,2
47.197.190.0,2
199.249.115.0,15
104.20.42.0,42
150.164.195.0,2
168.245.30.0,3
150.70.31.0,3
35.186.253.0,26
104.17.149.0,44
198.232.127.0,9
104.23.194.0,46
72.14.247.0,10
104.27.120.0,40
104.16.11.0,44
